CODIGO_MUNICIPIO;MUNICIPIO;GAL;CODIGO_GAL
47170;Torre de Peñafiel;Asociación Duero Esgueva;G162
10188;Torre de Santa María;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
24170;Torre del Bierzo;Asociación para el Desarrollo de La Comarca Berciana;G142
19279;Torre del Burgo;Asociación para el Desarrollo de Alcarria y Campiña;G119
23086;Torre del Campo;Asociación para el Desarrollo Rural de la Sierra Sur de Jaén;G034
44225;Torre del Compte;Grupo de Acción Local Bajo Aragón-Matarraña;G064
49220;Torre del Valle, La;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
26153;Torre en Cameros;Asociación para el Desarrollo Rural de La Rioja Suroriental;G255
22233;Torre la Ribera;Centro para el Desarrollo del Sobrarbe y La Ribagorza;G058
44227;Torre los Negros;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
40206;Torre Val de San Pedro;Asociación para el Desarrollo Rural Segovia Sur;G156
18178;Torre-Cardela;Asociación para la Promoción Económica de los Montes de Granada;G022
46131;Gandia;;
46132;Genovés;;
5247;Torre, La;Fundación para el Desarrollo Local Asocio de Ávila;G131
40202;Torreadrada;Asociación Coordinadora para el Desarrollo Integral del Nordeste de Segovia;G153
46242;Torrebaja;Asociación para el Desarrollo Rural Valencia Interior;G262
25226;Torrebesses;Consorci Garrigues per al Desenvolupament del Territori;G176
42185;Torreblacos;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
46134;Gilet;;
23085;Torreblascopedro;Asociación para el Desarrollo Socioeconómico de La Loma y Las Villas;G036
40203;Torrecaballeros;Asociación para el Desarrollo Rural Segovia Sur;G156
14062;Torrecampo;Asociación ADROCHES para el Desarrollo Rural de la Comarca de Los Pedroches;G011
12118;Torrechiva;Asociación Ruralter Castellón Sur;G258
44221;Torrecilla de Alcañiz;Grupo de Acción Local Bajo Aragón-Matarraña;G064
47166;Torrecilla de la Abadesa;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
45170;Torrecilla de la Jara;Asociación para el Desarrollo de la Comarca de Talavera, Sierra de San Vicente y La Jara- Tierras de Talavera;G125
47167;Torrecilla de la Orden;Asociación para el Desarrollo Rural Ruta del Mudéjar;G165
47168;Torrecilla de la Torre;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
10185;Torrecilla de los Ángeles;Asociación para el Desarrollo Integral de Sierra de Gata;G204
9386;Torrecilla del Monte;Asociación para el Desarrollo de La Comarca del Arlanza;G135
40204;Torrecilla del Pinar;Asociación Honorse-Tierra de Pinares;G154
44222;Torrecilla del Rebollar;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
26151;Torrecilla en Cameros;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
26152;Torrecilla sobre Alesanco;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
10186;Torrecillas de la Tiesa;Asociación para el Desarrollo Integral de la Comarca Miajadas-Trujillo;G203
19277;Torrecuadrada de Molina;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
19278;Torrecuadradilla;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
46135;Godella;;
23087;Torredonjimeno;Asociación para el Desarrollo de la Campiña Norte de Jaén;G032
46139;Guadassuar;;
25907;Torrefeta i Florejacs;Consorci per al Desenvolupament de la Catalunya Central;G180
9387;Torregalindo;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
49221;Torregamones;Asociación para el Desarrollo Económico Rural Integral de Sayago;G169
25230;Torregrossa;Consorci Leader Urgell- Pla D'urgell;
50259;Torrehermosa;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
40205;Torreiglesias;Asociación para el Desarrollo Rural Segovia Sur;G156
46143;Xeraco;;
46145;Xàtiva;;
46146;Xeresa;;
19280;Torrejón del Rey;Asociación para el Desarrollo de Alcarria y Campiña;G119
10190;Torrejón el Rubio;Asociación para el Desarrollo de Monfragüe y su Entorno;G199
10189;Torrejoncillo;Asociación para el Desarrollo del Valle del Alagón;G200
16211;Torrejoncillo del Rey;CEDER Alcarria Conquense;G116
44226;Torrelacárcel;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
28151;Torrelaguna;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
25231;Torrelameu;Consorci Grup D'acció Local Noguera - Segrià Nord;G178
50260;Torrelapaja;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
9388;Torrelara;Asociación Grupo de Acción Local Sierra de La Demanda;G133
46147;Llíria;;
46152;Llocnou de la Corona;;
46243;Torrella;Grupo de Desarrollo Rural Ruralter-Leader Zona 6;G264
50261;Torrellas;Asociación para el Desarrollo de las Tierras del Moncayo;
46157;Llosa de Ranes, la;;
46159;Manises;;
47171;Torrelobatón;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
46160;Manuel;;
3132;Torremanzanas/Torre de les Maçanes, la;Asociación Centro de Desarrollo Rural Alicante;G257
6132;Torremayor;Asociación para el Desarrollo de La Comarca de Lácara;G186
6133;Torremejía;Federación para el Desarrollo de Sierra Grande Tierra de Barros;G194
10191;Torremenga;Asociación para el Desarrollo Integral de la Comarca de la Vera;G201
10192;Torremocha;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
19281;Torremocha de Jadraque;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
28153;Torremocha de Jarama;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
44228;Torremocha de Jiloca;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
19282;Torremocha del Campo;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
19283;Torremocha del Pinar;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
19284;Torremochuela;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
46161;Marines;;
26154;Torremontalbo;Asociación para el Desarrollo Rural de La Rioja Alta;G254
34184;Torremormojón;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
46162;Massalavés;;
46163;Massalfassar;;
22234;Torrente de Cinca;Centro de Desarrollo de la Zona Oriental Huesca;
13085;Torrenueva;"Asociación de Desarrollo del Campo de Montiel y Campo de Calatrava ""Tierras de Libertad""";G107
10193;Torreorgaz;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
9389;Torrepadre;Asociación para el Desarrollo de La Comarca del Arlanza;G135
23088;Torreperogil;Asociación para el Desarrollo Socioeconómico de La Loma y Las Villas;G036
10194;Torrequemada;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
23090;Torres;Asociación para el Desarrollo Rural de Sierra Mágina;G035
23091;Torres de Albánchez;"Grupo de Desarrollo Rural ""Sierra de Segura""";G037
44229;Torres de Albarracín;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
22235;Torres de Alcanadre;Centro de Desarrollo Integral del Somontano;G057
22236;Torres de Barbués;"Asociación ""Monegros, Centro de Desarrollo""";G053
50262;Torres de Berrellén;Asociación para el Desarrollo de la Ribera Alta del Ebro;G066
46164;Massamagrell;;
28154;Torres de la Alameda;Asociación de Desarrollo de la Campiña del Henares;
46165;Massanassa;;
49222;Torres del Carrizal;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
31231;Torres del Río;"Asociación TEDER ""Tierra Estella Desarrollo Rural""";G250
46245;Torres Torres;Asociación para el Desarrollo Rural Valencia Interior;G262
9390;Torresandino;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
47172;Torrescárcela;Asociación Duero Esgueva;G162
37327;Torresmenudas;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
44230;Torrevelilla;Grupo de Acción Local Bajo Aragón-Matarraña;G064
46166;Meliana;;
45172;Torrico;Asociación para el Desarrollo de la Campana de Oropesa;G124
44231;Torrijas;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
50263;Torrijo de la Cañada;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
44232;Torrijo del Campo;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
45173;Torrijos;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
46168;Miramar;;
46169;Mislata;;
43154;Torroja del Priorat;Consorci Leader Priorat Baix Camp;
29091;Torrox;Asociación Centro de Desarrollo Rural de la Axarquía;G038
19285;Torrubia;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
42187;Torrubia de Soria;Asociación Proyecto Noreste de Soria;G160
16212;Torrubia del Campo;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
16213;Torrubia del Castillo;"Asociación para el Desarrollo Integral ""El Záncara""";G114
17200;Tortellà;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
19286;Tórtola de Henares;Asociación para el Desarrollo de Alcarria y Campiña;G119
5246;Tórtoles;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
9391;Tórtoles de Esgueva;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
43155;Tortosa;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
19287;Tortuera;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
19288;Tortuero;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
18179;Torvizcón;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
9392;Tosantos;Asociación para el Desarrollo Comarcal Bureba;G134
17201;Toses;Associació per la Gestió del Programa Leader RipollÅ s Ges - Bisaura;
50264;Tosos;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
46171;Moncada;;
29092;Totalán;Asociación Centro de Desarrollo Rural de la Axarquía;G038
30039;Totana;Integral, Sociedad para el Desarrollo Rural;G248
45174;Totanés;"Asociación para el Desarrollo Integrado del Territorio ""Montes Toledanos""";G126
15085;Touro;Grupo de Desenvolvemento Rural Utm23- Ulla Tambre Mandeo;G217
46246;Tous;Asociación Ruralter- Leader Zona 7;G263
46172;Montserrat;;
24171;Trabadelo;Asociación para el Desarrollo de La Comarca Berciana;G142
37328;Trabanca;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
49223;Trabazos;Asociación para el Desarrollo de Aliste, Tabara y Alba;G168
16215;Tragacete;"Asociación ""Promoción y Desarrollo Serrano""";G113
19289;Traíd;"Asociación de Desarrollo Rural ""Molina de Aragón - Alto Tajo""";G118
12121;Traiguera;Asociación-Ruralter Leader Zona 1;G259
44234;Tramacastiel;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
44235;Tramacastilla;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
22239;Tramaced;Asociación para el Desarrollo Rural Comarcal de la Hoya de Huesca / Plana de Uesca;G055
6134;Trasierra;Centro de Desarrollo Rural Campiña Sur;
32082;Trasmiras;Grupo de Desenvolvemento Rural da Limia;G233
50265;Trasmoz;Asociación para el Desarrollo de las Tierras del Moncayo;
50266;Trasobares;Asociación para el Desarrollo Rural Integral de la Comarca de Calatayud y del Aranda;
47173;Traspinedo;Asociación Duero Esgueva;G162
15086;Trazo;Asociación de Desenvolvemento Comarca de Ordes;G211
11037;Trebujena;Asociación para el Desarrollo Rural de la Costa Noroeste de Cádiz;G009
49224;Trefacio;Asociación para el Desarrollo Integrado de Sanabria y Carballeda;G170
37329;Tremedal de Tormes;Asociación para el Desarrollo de la Zona Oeste de Salamanca;G149
25234;Tremp;Consorci Centre de Desenvolupament Rural Pallars-Ribagorça;G175
46173;Montaverner;;
46176;Montroy;;
40207;Trescasas;Asociación para el Desarrollo Rural Segovia Sur;G156
16216;Tresjuncos;"Asociación para el Desarrollo Integral ""El Záncara""";G114
9394;Trespaderne;Asociación Centro de Desarrollo Rural Merindades;G132
39088;Tresviso;Asociación Grupo de Acción Local Liébana;G097
42188;Trévago;Asociación Proyecto Noreste de Soria;G160
18180;Trevélez;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
26155;Treviana;Asociación para el Desarrollo Rural de La Rioja Alta;G254
27062;Triacastela;Asociación Os Sete Castros;G224
16217;Tribaldos;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
26157;Tricio;Centro Europeo de Información y Promoción del Medio Rural en La Rioja;G256
21070;Trigueros;Asociación Desarrollo Rural del Condado de Huelva;G026
47174;Trigueros del Valle;Asociación para el Desarrollo Endógeno en la Zona Centro de Valladolid;G163
19290;Trijueque;Asociación para el Desarrollo de Alcarria y Campiña;G119
19291;Trillo;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
34185;Triollo;Agrupación Comarcal de Desarrollo de la Montaña Palentina;G144
44236;Tronchón;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
24172;Truchas;Asociación Montañas del Teleno;G141
48087;Trucios-Turtzioz;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
6135;Trujillanos;Asociación para el Desarrollo de La Comarca de Lácara;G186
10195;Trujillo;Asociación para el Desarrollo Integral de la Comarca Miajadas-Trujillo;G203
9395;Tubilla del Agua;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
9396;Tubilla del Lago;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
39089;Tudanca;Asociación de Desarrollo Rural Saja-Nansa;G094
31232;Tudela;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
46177;Museros;;
26158;Tudelilla;Asociación para el Desarrollo Rural de La Rioja Suroriental;G255
46247;Tuéjar;Asociación para el Desarrollo Rural Valencia Interior;G262
36055;Tui;Asociación Grupo de Desenvolvemento Rural Mancomunidade da Área Intermunicipal de Vigo-Baixo Miño;
46178;Náquera;;
31233;Tulebras;Grupo de Acción Local Consorcio para las Estrategias de Desarrollo de la Ribera de Navarra (Consorcio EDER);G251
24173;Turcia;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
40208;Turégano;Asociación Honorse-Tierra de Pinares;G154
46179;Navarrés;;
45175;Turleque;"Grupo de Acción Local ""Dulcinea""";G127
46181;Oliva;;
46183;Olleria, l';;
4094;Turrillas;Asociación para el Desarrollo Rural de la Comarca Filabres-Alhamilla;G003
23092;Úbeda;Asociación para el Desarrollo Socioeconómico de La Loma y Las Villas;G036
48088;Ubide;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
11038;Ubrique;Asociación Iniciativas Sostenibles Sierra de Cádiz;G007
31234;Ucar;Grupo de Acción Local de la Zona Media de Navarra;G252
19293;Uceda;Asociación para el Desarrollo de Alcarria y Campiña;G119
42189;Ucero;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
16218;Uclés;Federación para el Desarrollo de la Sierra y Mancha Conquense;G117
39090;Udías;Asociación de Desarrollo Rural Saja-Nansa;G094
48065;Ugao-Miraballes;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
45176;Ugena;"Asociación Comarcal ""Castillos del Medio Tajo""";G122
18182;Ugíjar;Asociación para la Promoción Económica y el Desarrollo Rural de la Alpujarra - Sierra Nevada de Granada;G025
31123;Uharte-Arakil;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
19294;Ujados;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
31235;Ujué;Grupo de Acción Local de la Zona Media de Navarra;G252
30040;Ulea;Asociación para el Desarrollo Rural Integrado de los municipios de La Vega del Segura;G247
4095;Uleila del Campo;Asociación para el Desarrollo Rural de la Comarca Filabres-Alhamilla;G003
46184;Ontinyent;;
46186;Paiporta;;
46187;Palma de Gandía;;
43156;Ulldecona;Consorci per al Desenvolupament del Baix Ebre i Montsià;G184
43157;Ulldemolins;Consorci Leader Priorat Baix Camp;
46190;Paterna;;
31236;Ultzama;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
41094;Umbrete;Asociación para el Desarrollo de la Comarca de Aljarafe-Doñana;G050
5249;Umbrías;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
50267;Uncastillo;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
31237;Unciti;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
50268;Undués de Lerda;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
47176;Unión de Campos, La;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
46193;Picanya;;
31238;Unzué;Grupo de Acción Local de la Zona Media de Navarra;G252
16219;Uña;"Asociación ""Promoción y Desarrollo Serrano""";G113
49225;Uña de Quintana;Asociación para el Desarrollo Integral de Las Mancomunidades de La Comarca de Los Valles de Benavente;G171
9398;Úrbel del Castillo;Asociación para el Desarrollo Rural Integral de las Comarcas circundantes del Camino de Santiago comprendidas entre Castrojeriz Y Fromista;G137
45177;Urda;"Asociación para el Desarrollo Integrado del Territorio ""Montes Toledanos""";G126
31239;Urdazubi/Urdax;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
31240;Urdiain;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
24174;Urdiales del Páramo;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
46194;Picassent;;
48074;Urduña/Orduña;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
1054;Urkabustaiz;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
20072;Urnieta;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
47177;Urones de Castroponce;Asociación para el Desarrollo Rural Integrado de Tierra de Campos - Zona Norte de Valladolid;
4096;Urrácal;Asociación de Desarrollo Rural Almanzora;G001
31241;Urraul Alto;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
31242;Urraul Bajo;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
44237;Urrea de Gaén;Asociación para el Desarrollo Integral del Bajo Martín y Andorra-Sierra de Arcos;G059
50269;Urrea de Jalón;Federación para el Desarrollo Integral de Valdejalón y Campo de Cariñena;G072
46195;Piles;;
50270;Urriés;Asociación para el Desarrollo y Fomento de las Cinco Villas;G070
31244;Urrotz;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
31243;Urroz-Villa;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
47178;Urueña;Asociación Colectivo para el Desarrollo Rural de Tierra de Campos;G161
40210;Urueñas;Asociación Coordinadora para el Desarrollo Integral del Nordeste de Segovia;G153
26160;Uruñuela;Asociación para el Desarrollo Rural de La Rioja Alta;G254
46197;Polinyà de Xúquer;;
31245;Urzainqui/Urzainki;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
6136;Usagre;Centro de Desarrollo Rural Campiña Sur;
50271;Used;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
12122;Useras/Useres, les;Asociación Ruralter Castellón Sur;G258
46199;Pobla de Farnals, la;;
19296;Utande;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
46200;Pobla del Duc, la;;
31246;Uterga;Grupo de Acción Local de la Zona Media de Navarra;G252
46249;Utiel;Asociación del Llano de Chiva a la Plana de Utiel;G261
41095;Utrera;Asociación para el Desarrollo Local de la Comarca del Bajo Guadalquivir;G051
44238;Utrillas;Oficina de Fomento y Desarrollo de la Comarca Cuencas Mineras;G065
31247;Uztárroz/Uztarroze;Asociación Cederna Garalur Elkartea Centro de Desarrollo Rural de Navarra;G249
46202;Pobla de Vallbona, la;;
42190;Vadillo;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
49226;Vadillo de la Guareña;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
5251;Vadillo de la Sierra;Asociación Intermunicipal para el Desarrollo Rural  de la Comarca Barco-Piedrahita-Gredos;G128
9400;Vadocondes;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
17014;Vajol, La;Associació per al Desenvolupament Rural Integral de la Zona Nord - Oriental de Catalunya;G173
24185;Val de San Lorenzo;Asociación Montañas del Teleno;G141
50274;Val de San Martín;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
39095;Val de San Vicente;Asociación de Desarrollo Rural Saja-Nansa;G094
15088;Val do Dubra;Asociación Terras de Compostela;G215
44239;Valacloche;Asociación para el Desarrollo Rural e Integral de la Comarca de Teruel;G061
46203;Pobla Llarga, la;;
44240;Valbona;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
47179;Valbuena de Duero;Asociación Duero Esgueva;G162
34186;Valbuena de Pisuerga;Asociación para el Desarrollo Rural Integral del Cerrato Palentino;G147
49227;Valcabado;Asociación de Desarrollo Rural Integral Palomares (Vía de la Plata, Salinas, Norte Duero);G166
39091;Valdáliga;Asociación de Desarrollo Rural Saja-Nansa;G094
28155;Valdaracete;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
19297;Valdarachas;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
10196;Valdastillas;Sociedad para la Promoción y Desarrollo del Valle del Jerte;G208
34192;Valde-Ucieza;Asociación Intermunicipal para el Desarrollo Local de la Comarca de Tierra de Campos Palentina;G145
44241;Valdealgorfa;Grupo de Acción Local Bajo Aragón-Matarraña;G064
9403;Valdeande;Asociación para el Desarrollo Rural e Integral de La Ribera del Duero Burgalesa;G136
47180;Valdearcos de la Vega;Asociación Duero Esgueva;G162
19298;Valdearenas;Asociación para el Desarrollo de Alcarria y Campiña;G119
19299;Valdeavellano;Asociación para el Desarrollo de Alcarria y Campiña;G119
42191;Valdeavellano de Tera;Asociación Pinares El Valle para el Desarrollo Rural Integral;G159
28156;Valdeavero;Grupo de Acción Local Sierra del Jarama;G244
19300;Valdeaveruelo;Asociación para el Desarrollo de Alcarria y Campiña;G119
6137;Valdecaballeros;"Consorcio Centro de Desarrollo Rural ""La Siberia""";G192
10197;Valdecañas de Tajo;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
37330;Valdecarros;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
5252;Valdecasa;Fundación para el Desarrollo Local Asocio de Ávila;G131
16906;Valdecolmenas, Los;CEDER Alcarria Conquense;G116
19301;Valdeconcha;Federación de Asociaciones para el Desarrollo Territorial Tajo-Tajuña;G121
44243;Valdecuenca;Asociación para el Desarrollo Rural Integral de la Sierra de Albarracín;G062
49228;Valdefinjas;Asociación Grupo de Acción Local Toro, Guareña y Vino;G167
24175;Valdefresno;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
10198;Valdefuentes;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
37331;Valdefuentes de Sangusín;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
24176;Valdefuentes del Páramo;Asociación Poeda, Páramo Á rbigo Esla Desarrollo Asociado;
2075;Valdeganga;Asociación para el Desarrollo de La Manchuela;G101
42192;Valdegeña;Asociación Proyecto Noreste de Soria;G160
1055;Valdegovía/Gaubea;Asociación para el Progreso del Desarrollo Rural MENDINET;G253
19302;Valdegrudas;Asociación para el Desarrollo de Alcarria y Campiña;G119
37332;Valdehijaderos;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
50273;Valdehorna;Asociación para el Desarrollo Rural Integral de las Tierras del Jiloca y Gallocanta;
10199;Valdehúncar;Asociacion para el Desarrollo de la comarca del Campo Arañuelo;G196
6901;Valdelacalzada;Asociación para el Desarrollo de La Comarca de Lácara;G186
37333;Valdelacasa;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
10200;Valdelacasa de Tajo;Asociación Promoción y Desarrollo Rural Comarca de Villuercas, Ibores y Jara;G207
37334;Valdelageve;Asociación para el Desarrollo Rural Integral de las Sierras de Salamanca;G151
42193;Valdelagua del Cerro;Asociación Proyecto Noreste de Soria;G160
28157;Valdelaguna;Asociación de Desarrollo Rural Aranjuez-Comarca de las Vegas;G241
21071;Valdelarco;Asociación Grupo de Desarrollo Rural de la Sierra de Aracena y Picos de Aroche;G027
19303;Valdelcubo;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
44244;Valdelinares;Asociación para el Desarrollo Rural de Gádar, Javalambre y Maestrazgo;
37335;Valdelosa;Asociación para el Desarrollo Endógeno del Territorio Nordeste de Salamanca;G150
44245;Valdeltormo;Grupo de Acción Local Bajo Aragón-Matarraña;G064
24177;Valdelugueros;Asociación Grupo de Acción Local Montaña de Riaño;G139
26161;Valdemadera;Asociación para el Desarrollo Rural de La Rioja Suroriental;G255
42194;Valdemaluque;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
28158;Valdemanco;Consorcio para la Gestión del Grupo de Acción Local Sierra Norte de Madrid;G243
13086;Valdemanco del Esteras;"Asociación para el Desarrollo de la Comarca de Almadén ""Montesur""";G108
28159;Valdemaqueda;Consorcio de la Sierra Oeste;G242
16224;Valdemeca;"Asociación ""Promoción y Desarrollo Serrano""";G113
37336;Valdemierque;Asociación para el Desarrollo Rural y Económico de las Comarcas del  Campo Charro, Alba de Tormes y Guijuelo;G152
24178;Valdemora;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
10201;Valdemorales;Asociación para el Desarrollo Integral de Sierra de Montánchez y Tamuja;G205
46204;Puig;;
16225;Valdemorillo de la Sierra;"Asociación ""Promoción y Desarrollo Serrano""";G113
46205;Puçol;;
16227;Valdemoro-Sierra;"Asociación ""Promoción y Desarrollo Serrano""";G113
42195;Valdenebro;Asociación para el Desarrollo Rural Integral Tierras Sorianas del Cid;G158
47181;Valdenebro de los Valles;Asociación Colectivo para el Desarrollo Rural de Tierra de Campos;G161
19304;Valdenuño Fernández;Asociación para el Desarrollo de Alcarria y Campiña;G119
10202;Valdeobispo;Asociación para el Desarrollo del Valle del Alagón;G200
39092;Valdeolea;Asociación Desarrollo Territorial Campoo Los Valles;G095
16228;Valdeolivas;CEDER Alcarria Conquense;G116
34189;Valdeolmillos;Asociación para el Desarrollo Rural Integral del Cerrato Palentino;G147
28162;Valdeolmos-Alalpardo;Grupo de Acción Local Sierra del Jarama;G244
13087;Valdepeñas;"Asociación de Desarrollo del Campo de Montiel y Campo de Calatrava ""Tierras de Libertad""";G107
23093;Valdepeñas de Jaén;Asociación para el Desarrollo Rural de la Sierra Sur de Jaén;G034
19305;Valdepeñas de la Sierra;Asociación para el Desarrollo Local de La Sierra Norte de Guadalajara;G120
24179;Valdepiélago;Asociación Grupo de Acción Local Montaña de Riaño;G139
28163;Valdepiélagos;Grupo de Acción Local Sierra del Jarama;G244
24180;Valdepolo;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
42196;Valdeprado;Asociación Proyecto Noreste de Soria;G160
39093;Valdeprado del Río;Asociación Desarrollo Territorial Campoo Los Valles;G095
40211;Valdeprados;Asociación para el Desarrollo Rural Segovia Sur;G156
24181;Valderas;Asociación Intermunicipal para el Desarrollo Local de la zona de Sahagán-Sureste de León;
34190;Valderrábano;Asociación para el Desarrollo Rural Integral de las Comarcas Naturales de los Páramos y Valles Palentinos;G146
